project_ending,rating,text,sentiment
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,thanks cukup baik,1
Completed,,bagus kerjaan an nya gan,0
Self Mediation,,,1
Completed,,oke deh ini bagus,1
Completed,,,1
Completed,,Pekerjaan sesuai permintaan,1
Self Mediation,,,1
Completed,,Nice  Jobs,1
Completed,,"Penjelasan yang mudah dimengerti, Thank you mas !!!!",1
Completed,,"pengerjaan sangat cepat, walau ada kendala di lain hal namun pekerjaan sesuai ekspetasi dan revisi pun dikerjakan dengan baik. sukses terus ya pak. namun untuk jangka waktu nantinya dimaksimalkan lagi untuk deadline pengerjaannya juga ya",1
Completed,,,1
Completed,,"Pengerjaan cepat sesuai brief juga, mantap mas good job",1
Completed,,,1
Completed,,Profesional band expert di bidangnya... recommended,1
Completed,,"Fast response,fast work & humble",1
Completed,,"makasih pak atas bantuannya, besok kalau ada refisi dari dosen bantu ya",1
Completed,,"Keren, amanah, profesional, bertanggung jawab, gak kaya worker sebelah wkwkw",0
Completed,,done sesuai project,1
Completed,,trimaskasih atas bantuanya mas iswanto semoga bisa bertemu di project selanjtunya ya..,1
Completed,,"Ok, lanjut",0
Self Mediation,,,1
Completed,,,1
Completed,,,1
Completed,,ok sudah berhasil di selesaikan masalahnya. thx y mas...,0
Completed,,"Terima kasih pak,project sesuai dengan yang saya inginkan.wokers bertanggung jawab",1
Completed,,Auto-rated by system.,0
Completed,,good skill good communication best.,1
Completed,,Thanks for fast work,1
Completed,,"Program cepat jadi dan sesuai permintaan yang kita inginkan, untuk revisi program pun sangat cepat & fast respon",1
Completed,,"sebenarnya sih pak iswanto bagus, tapi karena kemarin sempat menghilang gak ada kabar selama lebih dr 2 minggu dan karena sudah terlalu lama maka saya pun memutuskan untuk ok-in aja biar cepet, namun saya tetap menghargai kerja pak iswanto karena fast-respond & baik karena mau saya repotin dengan mengganti tugas utama dengan tugas yang lainterima kasih ya pak",0
Completed,,sukses terus om mantab...,1
Self Mediation,,,1
Completed,,Komunikasinya bagus. Job tidak tepat waktu tapi worker berusaha utk berkomitmen menyelesaikannya. Terimakasih. Next time kita bisa bekerjasama lagi.,1
Completed,,,1
Completed,,Bisa bekerjasama lagi,1
Completed,,Good work bro,1
Completed,,Good skill,1
Completed,,pertahankan layanan yang sudah baik,1
Completed,,Good Nice Solution,1
Completed,,"Terimakasih pak, sangat membantu untuk case nya, komunikasi lancar dan beliau paham apa yg dimaksud",1
Completed,,Terimakasih mas. webnya sudah berhasil normal lg,1
Self Mediation,,,1
Completed,,,1
Completed,,"keren mas is, makasih banyak sudah di bantu. recomended worker mantap",1
Completed,,"Good, code rapih, sabar mas nya jika ada revisi atau bug. Recomend",1
Self Mediation,,,1
Completed,,Mantab haasil sangat memuaskan dan komunikasi juga sangat fast respon,1
Completed,,,1
Completed,,Luar biasa skali dibantu maksimal oleh pak iswanto ini.. trims ya pak,1
Completed,,disapointed,1
Completed,,Sangat Baik dan detail penjelasannya dan hasilnya,1
Completed,,"Sudah yang ke 2x, hasilnya sesuai keinginan",0
Completed,,"Sangat senang menggunakan jasa pak iswanto, pelayanan baik, dan juga hasilnya sesuai yang diinginkan dan cepat",1
Completed,,Sudah terjadi..,0
Completed,,"Mantep Banget , Hasil Codingan Rapih , Sesuai dengan waktu yang ditentukan , Friendly Banget..  Sudah Berpengalaman dibidang ini Pasti Banget , Next Project akan kesini lagi",1
Completed,,Mantap... Walo bukan CI tp g apalah yg penting msh PHP.,2
Completed,,"Kerjaan cepat, dan yang paling penting bapaknya sabar banget, hehehe, good luck",1
Completed,,Pekerjaan Rapi Dan Sesuai Dengan Keinginan Owner,1
Completed,,Sangat profesional,1
Completed,,Recomended,1
Completed,,"dev yg handal, kocak dan rendah hati, :D",1
Completed,,mantap om tancap gas habis :D,0
Completed,,"Terima kasih pak sudah membantu saya, good luck for next projects.",1
Self Mediation,,,1
Self Mediation,,,1
Completed,,,1
Completed,,"Mantap kerja cepat tepat sabar, recomended worker pokok nya",1
Completed,,"mantab, cepet selesai, hasil memuaskan",1
Completed,,Terimakasih,1
Completed,,makasih pak,1
Completed,,Terima kasih pak atas kerjasamanya. See you on the next project.,1
Self Mediation,,,1
Completed,,Thankful. Amat sangat terbantu.,1
Completed,,Sangat berkompeten dan totalitas. Thank pak.,1
Completed,,THE BEST.,1
Completed,,Tidak perlu diragukan lagi. TOP pokoknya. Thanks atas bantuannya pak. Sukses selalu.,1
Completed,,Auto-rated by system.,0
Completed,,good skill good comunication,1
Completed,,Bagus dan komunikatif.,1
Completed,,Semoga bisa berkerjasama kembali,1
Completed,,"Okelah, mungkin next time ngulang lagi kesini",0
Completed,,udah berkali2 gunakan jasa mas ini dan hebat sesuai dengan ekspektasi,0
Completed,,"terima kasih bantuannya,nanti kalau ada pertanyaan akan saya tanyakan langsung",1
Completed,,"Pertahankan, Kerja bagus dan profesional",1
Completed,,Good Worker!,1
Completed,,ok sip mantap,1
Completed,,Terima kasih sudah membantu saya,1
Completed,,Pekerjaan diselesaikan dengan baik.,1
Completed,,worker berkualitas recomended for solve yii2,1
Completed,,Terima kasih sudah membantu saya,1
Completed,,Ramah + Garansi,1
Completed,,programer favorit sy...trims banyak masss,0
Completed,,,1
Completed,,Terima kasih sudah membantu saya,1
Completed,,mantab dan good job,1
Completed,,Terima Kasih atas pengerjaannya,1
Completed,,"Terimakasih mas Iswanto, sukses selalu..",1
Completed,,"Mantap pak iswanto , fast respond sekali",1
Completed,,Recomended worker....terima kasih mas,1
Completed,,,1
Completed,,"agak telat , tapi hasil bagus sekali",1
Completed,,"Terimakasih, pantas jadi Top Worker Projects",1
Completed,,,1
Completed,,terimkasih mas is kerjaan sesuai request,0
Completed,,"cepat, bagus, komunikatif",1
Completed,,"Keren dah pokoknya, perfect.",1
Completed,,the best lah,1
Completed,,thank you bg udh selesai mantap,1
Completed,,Pekerjaan sudah saya terima dan hasilnya sesuai yang saya harapkan. terima kasih pak iswanto.,1
Completed,,"FAST RESPONSEDi bimbing ngoding juga. seperti mentor online / dosen online project berjalan lancar jadinya, tidak ada kendaladan saya pun jadi upgrade skill coding, karena ada bimbingan dr worker, like mentor online",1
Completed,,Professional dalam pengerjaan,1
Completed,,thanks you gan,1
Completed,,"Sangat ramah dan cepat,meski ada tambahan menu yang lain worker tidak mengeluh",0
Completed,,makasih gan. terseleseikan dengan baik,1
Completed,,Komunikasi dan kualitas pekerjaan sangat baik,1
Self Mediation,,,1
Completed,,Termaksih atas kerjasamanya. Semoga keluarganya selalu sehat.,1
Completed,,,1
Completed,,"Terima kasih sudah membantu, Mas Is",1
Completed,,Good Job Mas Is,1
Completed,,"udah 2 kali bekerja sama dengan mas iswanto dan nggak pernah mengecewakan, dan hasil sesuai dengan yg di minta...recomended worker deh ....",1
Completed,,Thanks gan,1
Completed,,,1
Completed,,Fast respon dan sesuai dengan request. Thank you!,1
Completed,,"Fast respon semua error di benerin dengan sesuai, pengerjaan juga cepat, malah ane yg lama balesnya hehehe",2
Self Mediation,,,1
Completed,,Terima kasih mas bantuanya,0
Completed,,Mantaappp.. Bagus sesuai... Keingingan.. Profesional,0
Completed,,,1
Completed,,Kerjaan cepat dan bagus... sesuai keinginan... profesional.. Pertahankan,1
Completed,,"Saya merekomendasikan dia karena dia memang dahsyat dan hebat hasilnya, sperti seorang master.",0
Completed,,terselesaikan dengan baik . makasih mas,1
Completed,,,1
Completed,,"Singkat, langsung kelar. Makasih banyak pak. God bless.",1
Completed,,"berkali-kali dah dibantu agan ini, lain kali lagi ya gan",0
Completed,,Terimakasih sudah di bantu lagi mas. Mantap,1
Completed,,Kecepatan pengerjaan sangat cepat bahkan kurang dari waktu yang di tetapkan terima kasih nice work,1
Completed,,terselesaikan dengan baik. thanks mas,1
Completed,,"agak molor dikit gpp lah masih dimengerti, seperti biasa memang bidanya mas iswanto",0
Completed,,Mantap lahh,0
Completed,,Luar biasa membantu dan supportnya..baik hati dan tidak sombong hahaha tq ya mas..next project lagi,1
Completed,,ini kalo bintangnya bisa 10 saya kasih 10 mas is. terimakasih banyak sudah memperbaiki web saya dengan sangat sabar. dan hasilnya mantaap. (worker ini saya rekomendasikan ) skil 10/10terimakasih mas iswanto,1
Completed,,Puas bangettt,1
Completed,,nanti sy hubungi lagi untuk project selanjutnya,1
Self Mediation,,,1
Completed,,Kualitas Standar,1
Completed,,"Mantabb hasil memuaskan, worker mudah dihubungi & enak diajak kerja sama. Ngk rugi kerja samanya. Mantulllll",1
Completed,,"Bagus dan bertanggung jawab , cekatan dalam bekerja",1
Completed,,Mantap hasil pekerjaan sesuai order,1
Completed,,,1
Completed,,Auto-rated by system.,0
Self Mediation,,,1
Completed,,Pekerjaan yang saya perkirakan 7 hari bisa diselesaikan hanya dengan 2 hari. keren.,1
Completed,,Puas dengan hasil kerja dan pelayanan nya.,1
Completed,,"komunikatif , cepat dan sesuai requirement",1
Completed,,walau proses nya agak lama,2
Completed,,"Pengerjaan selalu mantap bagus, dan seperti yang dipermintakan. Very recommended worker. Terimakasih mas Iswanto.",1
Completed,,"Next Kalau Kerjasama Mohon Ketepatan waktunya gan, thanks and nice work",1
Completed,,,1
Completed,,Terselesaikan dengan baik,1
Completed,,bagus dan cepat,1
Completed,,mantap sekali,1
Completed,,"keren bro kerjaannya, senang bisa bekerja sama. terima kasih atas bantuannya",1
Completed,,"terima kasih, hasil pekerjaan sesuai permintaan.",1
Completed,,"Sangat Professional, Cepat dan Tepat, Sesuai permintaan, sangat terima kasih",1
Completed,,Pekerjaan sesuai permintaan,1
Completed,,"Sangat sangat bisa dihandalkan, kerjaan yang professional dibuat sampai semirip mungkin keinginan saya.  Jangan ragu untuk hire project kesini dijamin puas. Ini kerjasama saya yang kedua kalinya dan saya selalu terpuaskan. Terimakasih banyak mas iswanto.",1
Completed,,saya suka dan senang pekerjaannya bagus dan rapih,1
Self Mediation,,,1
Completed,,saya senang dan sangat puas,1
Completed,,Good worker,1
Completed,,Mantap saya puasa dan sangat puas,1
Completed,,dahsyat pekerjaannya sangat profesional teliti dan hasil memuaskan,1
Completed,,"Terima kasih mas is kerjaannya bagus banget dan professional banget. biar rating berbicara, kalo ada next project kerjasama lagi :)",1
Completed,,saya puas dan senang,1
Completed,,mantap cepat kerjanya,1
Completed,,saya sebut dia sebagai pendekar projects,0
Completed,,"mantap , keren",1
Completed,,Keren dan Luar Biasa,1
Completed,,mantap luar biasa keren,1
Completed,,"orangnya asik, sabar",1
Completed,,Thanks gann mantap sesuai yg diinginkan,1
Completed,,"Luar Biasa Keren dan Berkualitas, tidak bsa di pungkiri pengalamannya luar biasa dengan Hasil maksimal , Saya Minta 5 di kasih 10.",1
Completed,,Makasih pak,1
Completed,,"Sangat professional, pengerjaan super cepat",1
Completed,,"Pengerjaan sangat bagus, dan proffesional. Terimakasih pak Iswanto, senang jika dapat bekerjasama kembali kedepannya.",1
Completed,,mantap dan bagus,1
Completed,,Pekerjaannya sangat cepat dan profesional sekali dan hasilnya sesuai keinginan.,1
Completed,,overall mantaplah,1
Completed,,Terima kasih banyak mas sudah membantu,1
Completed,,Mantaaaaaaaaaaaapppp!!!,1
Completed,,Terimakasih,1
Completed,,"Mantap gann project kedua selesai dengan cepat, Recomended Worker!",1
Completed,,Excellent worker,1
Completed,,semoga bisa berkerja sama kembali dalam next project,1
Completed,,"thanks gan, agan ramah sekali fast respons, pengerjaan cepat , selalu cepat dan tanggap apa yg diminta Owner..",1
Completed,,Makasih pak,1
Completed,,Good job..,1
Completed,,"Terimakasih banyak atas semuanya mas , pekerjaan nya yang seharusnya memakan 30 hari ini hanya 3 hari saja.",1
Completed,,"Mantap aplikasi sudah sesuai ekspetasi yang saya inginkan, Recommended Worker!",1
Completed,,Makasih pak sangat puas saya,1
Completed,,Terima kasih bantuannya. Hasilnya gak mengecewakan deh pokoknya ! :D,0
Completed,,"response pekerjaan bagus, hanya saja lambat tidak sesuai deadlinenya.",2
Completed,,"Hasil kerja sangat sesuai dengan yang diharapkan. Fast response juga. Ada fitur jg yg saya lupa sebutkan di awal, namun worker tetap mau bantu menambahkan tanpa minta tambahan biaya. Sangat puas dan pasti akan bekerja sama kembali kedepannya. Thank You",1
Completed,,Pengerjaan bagus revisi cepat komunikasi cepat,1
Completed,,Mksih pak selalu membantuku,1
Completed,,Saya kasih bintang 5 kejora,2
Completed,,Pekerjaan sesuai harapan.,1
Completed,,terima kasih kerjasamanya,1
Completed,,Makasih gan pekerjaan cepat,1
Completed,,"Makasih pak, sangat memuaskan",1
Completed,,terima kasih atas kerjasamanya,1
Completed,,Thanks gan.,1
Completed,,terima kasih kerjasamanya,1
Completed,,,1
Completed,,Worker sangat ramah dan responsif dalam menjawab pertanyaan2 saya,1
Completed,,mantap bro..thanks,1
Self Mediation,,,1
Self Mediation,,,1
Completed,,makasih gan hasil ok,1
Completed,,Makasih gan pekerjaan sesuai permintaan,1
Completed,,Thanks. Semoga bisa bekerja sma lg,1
Completed,,,1
Completed,,"Good worker, very helpful",1
Completed,,terima kasih kerjasamanya,1
Completed,,"Pekerjaan cepat, memuaskan",1
Completed,,mantaf selesai project kesekian kalinya dengan agan ini,1
Completed,,untuk sekian kalinya terselesaikan dengan baik,1
Completed,,terima kasih gan,1
Completed,,Good Job  .,1
Completed,,Pekerjaan selesai dengan baik dan tepat waktu. Harga jasa juga pas di kantong mahasiswa. ManTul (mantap betul),1
Completed,,Gak mudah menyerah sama owner yg lumayan teliti.,1
Completed,,terima kasih gan,1
Completed,,om iswanto topmarkotop !,1
Completed,,MantaffTepat waktuRevisi buanterrrrKalo di bid lagi InSyaAllah acceptGak diragukan lagi kinerja agan ini jos gandos !!!,1
Completed,,terima kasih gan,1
Completed,,terima kasih banyak sangat membantu,1
Completed,,"komunikasi ok, semoga bisa bekerja sama lagi dilain kesempatan",0
Completed,,great job bro...,1
Completed,,akhirnya project terselesaikan dengan baik walaupun melebihi deadline. worker professional. dapat d ajak komunikasi . semoga bisa bekerja sama di lain waktu.,1
Completed,,sip. sesuai requirement,1
Completed,,Pekerjaannya sangat cepat dan tepat.,1
Completed,,selalu ok . tq mas.,1
Completed,,Saya senang bekerjasama dengan anda,0
Completed,,adwafwafsafqe,1
Completed,,terselesaikan dengan baik. maksih mas,1
Completed,,Kerjaanya cepat dan mantap,1
Completed,,hasil ok komunikasi ok,1
Completed,,"Terima kasih as iswanto, semoga bisa bekerja sama lagi dilain kesempatan",1
Completed,,"terima kasih pak atas bantuannya, benar - benar sangat menolong saya",1
Completed,,oke oke banget,1
Completed,,thanks gan sudah banyak dibantu,1
Completed,,Terima kasih atas kerjasamanya,1
Completed,,terimakasih.terselesaikan dengan sangat baik. good job.,1
Completed,,hasil sangat memuaskan,1
Completed,,ok makashhhh,1
Completed,,bagus dan professional,1
Completed,,"sangat bagus dan cepat responnya,, recomended dah pokoknya...",1
Completed,,fast respon mulai dari chatting dan pengerjaannya cepat. ada garansi yg paling penting.,1
Completed,,"Sekali lagi terima kasih banyak, mas nya juga sangat baik dan sabar dalam menerima permintaan dari saya, sangat recommended..",1
Completed,,"Thank gan, sdh dikerjakan dngn baik",0
Completed,,,1
Completed,,terimakasih gan pekerjaan anda sangat bagus,1
Completed,,Terimakasih,1
Completed,,,1
Completed,,"Overall saya sangat puas dengan kinerja beliau, terima kasih banyak",1
Completed,,Biar bintang yg berbicara,0
Completed,,Cepat & komunikatif sekali.Worker juga sopan sekali,1
Completed,,"terima kasih, pekerjaan sesuai estimasi waktu.",2
Completed,,mantaaaaaaaaaaaaaaaaaaaaaaaaab,1
Completed,,"terimakasih gan kerjaan anda bagues, cepat, dan murah.",1
Completed,,Terima kasih.. pekerjaan selesai tepat waktu...nextime masih ada project lainnya dan saya akan percayakan kepada worker ini.,1
Completed,,sangat Fastt...pembuatan web ini,1
Completed,,mantaaaaaaaabbbbbbbbbbbb............,1
Completed,,Terimakasih atas kerjasamanya,1
Completed,,Good Worker. Terimakasih.,1
Completed,,ok...............................................,1
Completed,,Terima kasih atas kerja samanya,1
Completed,,terima kasih bro bantuannya,1
Completed,,Fast work.,1
Completed,,hasil kerja bagus dan codingnya rapi.,1
Completed,,Terbaik dan sangat Berkualitas,1
Completed,,"makasih gan kerjasamanya, saya sangat puas, bisa buat langganan untuk project berikutnya.",1
Completed,,terselesaikan dengan baik.  worker ramah dan mudah di ajak komunikasi. semoga bisa kerja sama lagi. salam hormat mohamad erlan efarda,1
Completed,,Worker sangat profesional mengerti apa yang harus dikerjakan pekerjaan cepat dan sangat telitirekomendasi worker,1
Completed,,Good work dan humble. Rencana kedepan akan dilakukan kerja sama kembail.,0
Completed,,pekerjaan selesai dengan baik. good job. sesuai dengan ratingnya. mudah di ajak komunikasi. hasil sangat baik. sesuai dengan yang saya jabarkan. semoga dapat berkerja sama lagi di lain waktu. slam hormat : mohamad erlan efarda,1
Completed,,"Terima kasih banyak untuk kerjasamanya. Project completed sesuai permintaan, sampai ketemu di projects lainnya ke depan :D",1
Completed,,Worker fast respon...Terima kasih,1
Completed,,Full skill dan berpengalaman,1
Completed,,"tq, tolong disupport kl ada problem",2
Completed,,"Terima kasih mass ,, lanjutkannn",0
Self Mediation,,,1
Completed,,terimakasih mas,1
Completed,,"Excellent working, but he is busy but that's all is clear and Excellent. Thank you.",0
Self Mediation,,,1
Completed,,Terima kasih banyak,1
Completed,,worker bisa menyelesaikan pekerjaan dengan baik,1
Completed,,Trims mas.. Webnya sudah berfungsi.,0
Completed,,lanjutkan bang,1
Completed,,Auto-rated by system.,0
Completed,,terima kasih atas bantuan mas iswanto,1
Completed,,"Mantap pak, aplikasinya sangat memuaskan. Terimakasih atas support nya.",1
Completed,,T.O.P,0
Completed,,"Mantap, gak salah pilih agan iswanto buat ngerjakan project.",1
Completed,,Good job!. Sampai ketemu di project selanjutnya,1
Completed,,,1
Completed,,Pengerjaan sangat cepat. Terimakasih,1
Completed,,maaf baru bsa saya respon skarang untuk projectnya,0
Completed,,"Worker sangat profesional dan respon cepat, walaupun sedang di rumah sakit tetapi tetap mau terima pertanyaan2 ane :D",1
Completed,,,1
Completed,,"Very recommended partner, responsive, skillfull, flexible.. sesuai dengan ratingnya :-)",1
Completed,,mantap.... worker satu ini bisa di percaya,1
Completed,,Good job bro..,1
Completed,,2 kali projek saya dikerjakan mas iswanto. pokoknya recomended cepat respon dan sesuai keinginan. terimakasih mas iswanto,1
Completed,,Terima kasih Mas. Kerjanya memuaskan.,1
Completed,,thx u bro........,1
Completed,,"mantap pokoknya, kerjsamanya, ok banget",1
Completed,,,1
Completed,,Mantap gan,1
Completed,,"SELESAI! untuk yang kesekian kalinya terima kasih bang iswanto, btw beberapa step lagi nanti via personal saya. Pekerjaan selesai. Terima Kasih!",1
Completed,,ty mas is suah di bantu,0
Completed,,"thx, silahkan revisi sisa",1
Completed,,Kerja bagus gan,1
Completed,,terima kasih mas iswanto atas bantuan nya dalam mengerjakan Web Pemesanan ini,1
Completed,,thanks bos....,1
Completed,,"Kerja bagus, cepet selesai. Pokoknya mantep.",1
Completed,,Mantap gan.. tq,1
Completed,,"Thank you mas , maf merepotkan",0
Completed,,"Pekerjaan sudah OK, Cepat dikerjakan.",1
Completed,,"Thank you gan, cepat sekali",1
Completed,,"Cukup salut dengan hasil kerja Bapak yang cepat dan tepat, untuk tampilan harus lebih baik lagi. Secara umum saya sangat puas. Sukses buat Pak Iswanto. Terima kasih.",1
Completed,,mantap! pengerjaan dan respon cepat.. pekerjaan sesuai..,1
Completed,,Thank you mas,1
Completed,,TOP BGT.........,1
Completed,,Untuk yang butuh program berbasis website php. Recommended.,0
Completed,,Pekerjaannya bagus dan bisa diselesaikan dengan cepat,1
Completed,,Good work dan humble. Rencana kedepan akan dilakukan kerja sama kembail.,0
Completed,,lanjut projek selanjutnya,2
Completed,,Auto-rated by system.,0
Self Mediation,,,1
Completed,,Project lainya dilanjut,0
Completed,,"Order yang kesekian kalinya, recommended worker..",1
Completed,,Terima kasih banyak pak udah berkenan membantu.,1
Completed,,Terimakasih sudah membantu saya,1
Completed,,Agan ini sangat master dalam bidangnya dan bergaransi.,1
Completed,,terima kasih project dikerjakan dengan baik,1
Completed,,Project sudah OK sesuai task.,1
Completed,,hasil pekerjaan sesuai dan tepat waktu,1
Completed,,Auto-rated by system.,0
Completed,,Baik.. ^^ nanti klo ada project lg saya wa ya gan,1
Completed,,"Pembuatan aplikasi selesai sesuai dengan apa yang kami butuhkan, terima kasih.",1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,thx mas bantuannya,1
Completed,,terima kasih,1
Completed,,sipppp thxx bosss,0
Completed,,Follow up atas pekerjaan bagus sampai tuntas.,1
Completed,,Good Job for Pak Iswanto,1
Self Mediation,,,1
Completed,,recommended worker !!,1
Completed,,Terima kasih mas Iswantosudah berkenan membantu & Sukses selalu,1
Completed,,"sip thanks, mohon bantuannya klo ada bug atau error, skali lagi makasi banyak",0
Completed,,"Good attitude, dan juga okelah.",2
Completed,,Terimakasih untuk projectnya mas 🙏🏻,1
Completed,,Pekerjaan web ini rapi dan baik,1
Completed,,Worker ramah dan baik hati bisa fleksible dengan waktu yang kita inginkan. Sukses selalu gan dan d tunggu d projectku selanjutnya,1
Completed,,Terimakasih. Sangat ahli di bidangnya (c#),1
Completed,,Sangat cepat dan memuaskan . Terimakasih,1
Completed,,-  Fast Fixing Bugs,1
Completed,,Pengerjaan sangat cepat dan baik,1
Completed,,Terimakasih sekali lagi. Pengerjaannya sangat cepat.,1
Completed,,"mantep dah, emank beda nih programer, bener2 nguasaain masalah, thanks berat y broo, problem 3 hr selesai dalam itungan menit",0
Completed,,So far pengerjaan cepat,1
Completed,,"Pengerjaannya cepat seperti biasa, bintang 5",2
Completed,,Dikerjakan dengan baik dan cepat. Thank You..,1
Completed,,terima kasih pak,1
Completed,,Ok.........sip,1
Completed,,"thanks bos, mohon dibantu kalau ada masalah (bug, error, kendala report, dll)",1
Completed,,Pengerjaan sangat cepat. Terimakasih banyak,1
Completed,,gooooooooooooooooooooooddd,1
Completed,,"seperti biasa pak Iswanto bekerja dengan cepat dan sesuai keinginan, komunikasi juga baik dan lancar..",1
Completed,,skill macro nya bagus :),1
Completed,,mantap bosku,1
Completed,,"Sudah kedua kalinya order, selalu memuaskan..",1
Completed,,Terimakasih sekali lagi. Sangat sangat cepat. Mohon maaaf untuk keterlambatan pembayaran,1
Completed,,,1
Completed,,"Mas siswanto, very talented programmer, fast respon, kerjaan cepet kelar, revisi banyak tetep di jabanin.",1
Completed,,,1
Completed,,Terimakasih. Pekerjaan diselesaikan dengan sangat cepat (kurang dari 1 jam),0
Completed,,,1
Completed,,Terima kasih atas profesionalisme nya Pak Is. Good Work... Next Project menunggu,1
Completed,,Terimakasih atas kerjasamanya,1
Completed,,Worker terbaik yang saya temukan selama ini,1
Completed,,sep makasi byk bantuannya bos....rekomen!!,1
Completed,,Good work dan humble. Rencana kedepan akan dilakukan kerja sama kembail.,0
Completed,,Thanks gan,1
Completed,,bagus mas..,1
Completed,,terbaik :D,1
Completed,,"ok thanks, kl ada error di fiturnya mohon dibantu ya",0
Completed,,mantapppp masss,0
Completed,,terima kasih atas kerja sama anda dalam memperbaiki web saya i ni hingga bisa berjalan normal dan baik,1
Completed,,,1
Self Mediation,,,1
Completed,,terimakasih mas iswanto telah membantu,1
Completed,,Good work. Thanks,1
Completed,,thx bantuannya. mohon dilanjutkan kmbali fitur tmbahannya,2
Completed,,"Pak Iswanto profesional, bekerja dengan baik dan hasil sesuai yg diinginkan.",1
Completed,,sukses selalu,1
Completed,,terima kasih atas kerja sama anda dalam mengerjakan project ini hingga jadi oke berjalan baik,1
Completed,,"bagus mas kerjaannya walaupun harus berkalikali revisi, semoga dilain kesempatan bisa terlibat lagi di project terima kasih",1
Completed,,Terima kasih mas untuk bantuanya lanjut ke next project nanti saya invite.,1
Completed,,makasih ya mas bantuanya utk proyek kesekian kalinya semoga bisa ketemu lagi di lain project,1
Completed,,Terima kasih mas bantuanya. lanjut ke project ke dua,1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,sipp thanks!!,1
Completed,,Terima Kasih atas Kerja sama mas bro pada aplikasi ini,1
Completed,,,1
Completed,,"mantap, recommended deh!!",1
Completed,,Terima Kasih atas Kerja sama mas bro pada aplikasi ini.bisa untuk notif email,1
Completed,,Terima Kasih Atas Kerja sama nya dalam memperbaiki aplikasi ini hingga bisa berjalan normal,1
Completed,,Terima Kasih Atas Kerja sama nya dalam memperbaiki aplikasi ini hingga bisa berjalan normal,1
Completed,,"good job , tetap dibantu ya jika ada revision atau error",1
Completed,,mantab luar biasa pak 👍🏼👍🏼👍🏼👍🏼,1
Completed,,Recommended worker,1
Completed,,terima kasih Pak IswantoPekerjaan telah diselesaikan dengan baik,1
Self Mediation,,,1
Completed,,good respone,1
Completed,,Terimakasih,1
Completed,,Cepat dalam menyelesaikan project dan sesuai ekspektasi,1
Completed,,Hasil memuaskan tetapi kedepannya mungkin waktu lama pekerjaannya perlu dikondisikan.,1
Completed,,Sabar dlm menghadapi klien 👍,1
Completed,,good job,1
Completed,,bagus kerjaannya,1
Completed,,cepat penanganannya,0
Completed,,,1
Completed,,great freelancer.....,1
Completed,,"Problem solved, recommended worker :)",1
Completed,,Terima kasih banyak mas iswanto,1
Completed,,"saya accept dulu, utk smtp port menyusul, mohon bantuan jika web sudah dimigrasi, soal komunikasinya tolong lebih fast respon lagi. thanks",0
Completed,,Hasil kerja cepat dan akurat.,1
Completed,,great freelancer.....,1
Completed,,great freelancer.....,1
Completed,,"Hasil pekerjaan oke, thanks",1
Completed,,Pekerjaan anda berjalan sesuai keinginan owner,1
Completed,,"selesai!!! dan good worker pokoknyaa. saya tanya dari hal kecil sampe selesai passss banget dan ngerti apa kemauan kita, um.. mungkin kalo ada kerjaan lagi nanti saya lempar ke worker yang satu ini lagi! thanks kak! ✯✯✯✯✯",1
Completed,,Selamat atas  pekerjaan ini,1
Completed,,Terimakasih. Semoga bisa bekerja sama lagi,1
Self Mediation,,,1
Self Mediation,,,1
Self Mediation,,,1
Completed,,Semoga tetap bisa bekerja sama di hari mendatang,1
Completed,,Pekerjaan anda sangat cepat dan rapi terimakasih,1
Completed,,"Sesuai request dan harapan,",1
Completed,,Terimakasih,1
Completed,,"Terima Kasih pak,  Saya harap dapta bekerjasama lagi. Sukses menyertai kita semua.",1
Completed,,"penkerjaan sangat bagus,rapih dan memuaskan dengan harga murah dan kerja profesional,worker top bgt dah,",1
Completed,,Terimakasih gan,1
Completed,,Auto-rated by system.,0
Completed,,"Pekerja diselesaikan dengan Baik,",0
Completed,,next projects. :),1
Completed,,reliable in last minute and urgent project,1
Completed,,Great Job for Mr Iswanto,1
Completed,,NIice work,1
Completed,,"Mungkin sebenarnya project ini udah bisa selesai sejak lama, tapi karena kesibukan masing2 komunikasi masalah aplikasi ini jadi molor. Tp itu bukan masalah besar, masih sesuai target kok.",2
Completed,,40 .......................................,0
Self Mediation,,,1
Self Mediation,,,1
Completed,,sipp nuhun kang,1
Completed,,"Skill Worker sangat mumpuni, Worker juga berpengalaman. Terima kasih =)",1
Completed,,oke terima kasih mas iswanto,1
Completed,,"Thanks, sorry telat ngasih update.",2
Completed,,"Iswanto sangat professional. Hasil pekerjaan sangat memuaskan.  Jawaban akurat,tepat dan cepat. Penjelasan tentang Javanya mudah dimengerti,dan sangat mudah dikontak (komunikatif). Recommended sekali. Terimakasih",1
